account_id,customer_id,type,currency,balance,status,opened_at,branch_id
A-2041,C-1239,Checking,AUD,1415.23,ACTIVE,2024-07-06T07:33:00,B-38
A-2042,C-1172,Current,GBP,5786.68,DORMANT,2025-01-07T02:00:00,B-37
A-2043,C-1203,Savings,JPY,6063.18,CLOSED,2023-02-17T22:02:00,B-18
A-2044,C-1105,Loan,GBP,9647.34,CLOSED,2022-11-24T15:26:00,B-9
A-2045,C-1226,Checking,GBP,8674.42,DORMANT,2022-06-19T20:15:00,B-32
A-2046,C-1279,Savings,CAD,7720.51,DORMANT,2023-10-21T20:35:00,B-12
A-2047,C-1025,Checking,USD,7284.29,ACTIVE,2021-06-25T17:03:00,B-47
A-2048,C-1247,Current,GBP,2418.69,ACTIVE,2021-11-17T19:08:00,B-36
A-2049,C-1056,Current,JPY,8992.19,DORMANT,2024-07-30T12:01:00,B-32
A-2050,C-1207,Savings,EUR,8544.35,ACTIVE,2024-03-13T12:54:00,B-37
A-2051,C-1252,Checking,EUR,6420.76,DORMANT,2024-12-11T04:13:00,B-35
A-2052,C-1033,Savings,JPY,9047.58,CLOSED,2021-03-29T19:51:00,B-36
A-2053,C-1219,Checking,GBP,1393.16,DORMANT,2024-08-06T13:56:00,B-4
A-2054,C-1247,Savings,AUD,2143.26,CLOSED,2025-03-01T19:05:00,B-48
A-2055,C-1096,Savings,AUD,3445.22,DORMANT,2024-03-17T07:24:00,B-16
A-2056,C-1292,Current,INR,1185.31,ACTIVE,2024-03-23T06:51:00,B-47
A-2057,C-1050,Savings,USD,4602.48,CLOSED,2023-10-27T02:45:00,B-36
A-2058,C-1268,Savings,INR,7458.0,ACTIVE,2020-10-20T12:37:00,B-2
A-2059,C-1187,Savings,INR,4535.46,ACTIVE,2021-09-07T01:52:00,B-18
A-2060,C-1114,Savings,INR,9317.02,DORMANT,2020-05-09T22:11:00,B-42
A-2061,C-1191,Checking,AUD,4943.35,ACTIVE,2020-03-24T02:31:00,B-8
A-2062,C-1156,Current,JPY,1675.69,ACTIVE,2021-09-26T02:46:00,B-27
A-2063,C-1135,Loan,EUR,5666.64,CLOSED,2021-05-23T17:23:00,B-38
A-2064,C-1249,Loan,INR,9415.11,ACTIVE,2020-12-29T09:50:00,B-12
A-2065,C-1066,Loan,GBP,198.84,CLOSED,2022-09-17T23:07:00,B-35
A-2066,C-1075,Savings,USD,3641.52,CLOSED,2021-10-07T10:50:00,B-31
A-2067,C-1238,Savings,USD,5937.41,ACTIVE,2024-03-18T22:54:00,B-16
A-2068,C-1144,Checking,USD,992.32,DORMANT,2025-05-11T15:01:00,B-35
A-2069,C-1096,Checking,AUD,2909.74,DORMANT,2023-04-04T02:09:00,B-46
A-2070,C-1170,Loan,GBP,8159.75,DORMANT,2020-02-29T10:17:00,B-32
A-2071,C-1003,Loan,EUR,8340.92,CLOSED,2020-01-30T05:47:00,B-13
A-2072,C-1230,Loan,CAD,3250.94,ACTIVE,2022-10-21T04:30:00,B-6
A-2073,C-1226,Checking,AUD,349.73,ACTIVE,2020-01-25T20:02:00,B-9
A-2074,C-1113,Loan,INR,2668.97,DORMANT,2023-08-23T18:23:00,B-23
A-2075,C-1283,Savings,CAD,3438.24,DORMANT,2021-02-13T01:01:00,B-40
A-2076,C-1229,Current,USD,6691.59,ACTIVE,2021-05-27T04:39:00,B-20
A-2077,C-1032,Current,JPY,9063.06,DORMANT,2021-07-11T17:14:00,B-26
A-2078,C-1063,Savings,CAD,7327.27,ACTIVE,2022-11-08T04:52:00,B-34
A-2079,C-1128,Current,INR,1596.71,ACTIVE,2025-07-26T07:47:00,B-46
A-2080,C-1296,Savings,AUD,5887.24,ACTIVE,2025-06-22T14:45:00,B-40
A-2081,C-1218,Current,CAD,2758.47,CLOSED,2020-05-04T16:05:00,B-49
A-2082,C-1233,Current,JPY,9960.52,ACTIVE,2023-12-28T11:59:00,B-26
A-2083,C-1245,Current,AUD,3035.98,CLOSED,2023-06-19T16:33:00,B-13
A-2084,C-1259,Loan,INR,5630.99,DORMANT,2020-06-14T16:34:00,B-6
A-2085,C-1216,Checking,JPY,2372.2,DORMANT,2022-07-22T14:47:00,B-5
A-2086,C-1292,Loan,GBP,5937.37,ACTIVE,2023-04-10T04:17:00,B-34
A-2087,C-1058,Current,GBP,7560.1,ACTIVE,2022-05-24T09:02:00,B-35
A-2088,C-1244,Savings,GBP,405.67,DORMANT,2022-08-26T04:49:00,B-28
A-2089,C-1270,Savings,AUD,8162.43,ACTIVE,2020-10-12T05:30:00,B-15
A-2090,C-1227,Loan,EUR,6004.03,CLOSED,2022-06-26T07:23:00,B-28
A-2091,C-1148,Savings,INR,6541.89,DORMANT,2025-04-30T04:40:00,B-46
A-2092,C-1243,Current,EUR,1477.49,CLOSED,2023-02-04T16:51:00,B-19
A-2093,C-1015,Savings,GBP,917.2,CLOSED,2020-02-27T22:32:00,B-21
A-2094,C-1208,Current,INR,7418.23,DORMANT,2024-06-16T23:32:00,B-15
A-2095,C-1132,Checking,EUR,5083.69,CLOSED,2020-06-06T23:55:00,B-12
A-2096,C-1284,Loan,CAD,846.48,CLOSED,2022-12-03T05:19:00,B-5
A-2097,C-1143,Current,INR,3780.6,DORMANT,2021-01-11T17:29:00,B-6
A-2098,C-1292,Savings,USD,7067.38,DORMANT,2025-06-06T00:41:00,B-32
A-2099,C-1248,Current,CAD,6675.44,CLOSED,2022-09-21T17:39:00,B-3
A-2100,C-1143,Savings,AUD,97.2,ACTIVE,2023-09-16T19:34:00,B-41
A-2101,C-1161,Checking,EUR,3161.42,CLOSED,2021-04-11T14:05:00,B-29
A-2102,C-1155,Savings,GBP,5405.0,CLOSED,2022-05-23T21:16:00,B-39
A-2103,C-1033,Loan,AUD,3726.09,ACTIVE,2021-06-13T16:08:00,B-32
A-2104,C-1085,Checking,INR,4367.98,DORMANT,2022-06-10T15:23:00,B-6
A-2105,C-1187,Savings,EUR,866.72,ACTIVE,2021-07-26T16:43:00,B-42
A-2106,C-1077,Savings,EUR,1683.34,DORMANT,2024-05-19T11:20:00,B-14
A-2107,C-1066,Current,CAD,7710.28,ACTIVE,2020-03-15T23:26:00,B-26
A-2108,C-1152,Loan,CAD,3662.21,ACTIVE,2022-11-01T03:18:00,B-10
A-2109,C-1106,Savings,CAD,3865.35,ACTIVE,2023-08-03T14:47:00,B-37
A-2110,C-1251,Loan,JPY,4790.86,CLOSED,2022-10-08T00:47:00,B-47
A-2111,C-1166,Current,EUR,7613.4,DORMANT,2020-05-30T22:39:00,B-9
A-2112,C-1292,Savings,JPY,8840.09,CLOSED,2020-01-26T03:52:00,B-15
A-2113,C-1264,Savings,USD,3022.43,CLOSED,2020-09-29T09:12:00,B-34
A-2114,C-1234,Current,CAD,5163.36,ACTIVE,2020-11-13T11:08:00,B-33
A-2115,C-1219,Checking,INR,5252.63,DORMANT,2020-10-03T00:34:00,B-30
A-2116,C-1202,Savings,AUD,961.77,DORMANT,2022-01-29T19:52:00,B-24
A-2117,C-1191,Current,JPY,7406.49,CLOSED,2020-11-29T13:55:00,B-42
A-2118,C-1258,Savings,CAD,2739.66,ACTIVE,2023-02-15T09:36:00,B-7
A-2119,C-1084,Checking,INR,5418.14,DORMANT,2023-07-10T15:51:00,B-28
A-2120,C-1032,Savings,CAD,492.26,CLOSED,2020-12-09T09:03:00,B-45
A-2121,C-1142,Checking,USD,31.01,CLOSED,2025-01-08T16:41:00,B-48
A-2122,C-1165,Checking,INR,9977.02,CLOSED,2025-07-06T06:26:00,B-23
A-2123,C-1086,Checking,AUD,7866.67,ACTIVE,2023-08-09T11:09:00,B-4
A-2124,C-1133,Checking,USD,8810.55,ACTIVE,2024-03-27T16:03:00,B-16
A-2125,C-1031,Checking,EUR,1230.54,DORMANT,2025-05-10T19:08:00,B-46
A-2126,C-1132,Checking,JPY,6429.76,DORMANT,2020-02-04T14:56:00,B-11
A-2127,C-1282,Current,EUR,9268.16,CLOSED,2020-10-21T23:33:00,B-26
A-2128,C-1006,Current,USD,5008.7,CLOSED,2021-01-26T23:54:00,B-32
A-2129,C-1139,Current,USD,410.03,CLOSED,2023-07-06T22:52:00,B-20
A-2130,C-1002,Savings,EUR,5445.14,CLOSED,2025-07-29T11:11:00,B-11
A-2131,C-1065,Current,USD,4722.43,DORMANT,2024-08-07T18:05:00,B-29
A-2132,C-1134,Current,INR,3962.94,DORMANT,2022-10-28T23:16:00,B-24
A-2133,C-1245,Current,INR,668.78,DORMANT,2025-03-22T20:40:00,B-26
A-2134,C-1190,Loan,INR,8345.77,ACTIVE,2020-04-07T12:03:00,B-47
A-2135,C-1257,Current,AUD,6679.38,DORMANT,2023-07-09T05:11:00,B-6
A-2136,C-1288,Savings,CAD,402.26,CLOSED,2025-07-06T07:39:00,B-23
A-2137,C-1280,Loan,INR,116.86,DORMANT,2022-11-19T02:15:00,B-11
A-2138,C-1076,Savings,JPY,841.83,ACTIVE,2024-01-06T09:16:00,B-47
A-2139,C-1036,Current,EUR,5411.58,CLOSED,2025-07-01T22:56:00,B-15
A-2140,C-1092,Checking,JPY,4982.04,DORMANT,2025-07-21T23:58:00,B-44
A-2141,C-1245,Checking,AUD,995.0,ACTIVE,2025-03-13T07:49:00,B-3
A-2142,C-1215,Current,JPY,4297.73,ACTIVE,2025-06-18T14:24:00,B-18
A-2143,C-1118,Savings,CAD,9905.13,ACTIVE,2025-08-18T18:01:00,B-37
A-2144,C-1101,Current,INR,1729.5,CLOSED,2023-10-24T12:39:00,B-14
A-2145,C-1277,Current,CAD,2146.3,DORMANT,2025-03-06T22:57:00,B-45
A-2146,C-1130,Loan,JPY,266.19,ACTIVE,2022-06-14T08:42:00,B-17
A-2147,C-1082,Savings,INR,8948.94,DORMANT,2025-07-16T14:49:00,B-31
A-2148,C-1076,Checking,JPY,9774.97,DORMANT,2021-02-09T01:21:00,B-30
A-2149,C-1274,Checking,JPY,1125.89,DORMANT,2025-05-01T07:31:00,B-31
A-2150,C-1298,Loan,JPY,4901.58,DORMANT,2025-08-03T08:47:00,B-33
A-2151,C-1026,Checking,EUR,5457.85,CLOSED,2022-01-02T18:29:00,B-22
A-2152,C-1166,Checking,USD,1089.51,DORMANT,2021-09-22T02:47:00,B-32
A-2153,C-1124,Current,CAD,8113.01,ACTIVE,2022-12-28T20:56:00,B-13
A-2154,C-1249,Current,USD,4776.64,CLOSED,2025-05-30T05:28:00,B-49
A-2155,C-1160,Loan,INR,1235.3,ACTIVE,2024-07-30T01:24:00,B-20
A-2156,C-1020,Current,USD,3576.08,ACTIVE,2022-10-29T11:04:00,B-8
A-2157,C-1093,Loan,JPY,5441.45,DORMANT,2025-03-21T14:36:00,B-33
A-2158,C-1254,Loan,GBP,7850.58,CLOSED,2020-05-01T11:41:00,B-8
A-2159,C-1297,Savings,INR,8389.25,DORMANT,2025-01-02T17:26:00,B-31
A-2160,C-1138,Current,AUD,9663.79,DORMANT,2023-05-19T00:08:00,B-28
A-2161,C-1040,Loan,JPY,286.56,CLOSED,2021-01-02T14:04:00,B-45
A-2162,C-1300,Current,CAD,1963.96,DORMANT,2024-05-29T16:12:00,B-12
A-2163,C-1152,Savings,JPY,4235.72,ACTIVE,2023-04-23T04:33:00,B-27
A-2164,C-1088,Savings,AUD,7424.98,CLOSED,2023-06-17T01:31:00,B-38
A-2165,C-1038,Current,EUR,8745.82,CLOSED,2022-08-11T11:09:00,B-45
A-2166,C-1023,Loan,EUR,6097.57,ACTIVE,2025-06-22T17:08:00,B-22
A-2167,C-1072,Checking,USD,9744.04,ACTIVE,2025-02-07T21:09:00,B-42
A-2168,C-1259,Current,INR,4363.09,ACTIVE,2023-11-04T01:27:00,B-37
A-2169,C-1182,Savings,CAD,2225.25,CLOSED,2022-07-13T22:08:00,B-8
A-2170,C-1119,Savings,EUR,4092.41,DORMANT,2021-11-08T01:19:00,B-14
A-2171,C-1202,Current,CAD,6431.8,ACTIVE,2024-08-21T01:22:00,B-36
A-2172,C-1158,Current,CAD,734.41,DORMANT,2024-07-27T04:47:00,B-28
A-2173,C-1297,Savings,CAD,5589.98,CLOSED,2025-04-03T12:56:00,B-13
A-2174,C-1132,Current,EUR,4069.36,ACTIVE,2023-05-27T16:41:00,B-40
A-2175,C-1272,Savings,JPY,6005.2,CLOSED,2022-02-13T03:48:00,B-27
A-2176,C-1184,Current,JPY,3194.5,CLOSED,2021-11-24T00:53:00,B-19
A-2177,C-1151,Savings,JPY,694.33,ACTIVE,2021-09-23T08:00:00,B-31
A-2178,C-1070,Current,INR,3614.86,CLOSED,2022-07-22T22:47:00,B-8
A-2179,C-1068,Savings,INR,8018.44,DORMANT,2022-06-07T15:31:00,B-12
A-2180,C-1012,Loan,USD,8732.48,CLOSED,2020-02-23T09:44:00,B-34
A-2181,C-1299,Checking,AUD,3357.2,DORMANT,2025-06-03T05:20:00,B-16
A-2182,C-1167,Checking,CAD,3438.52,CLOSED,2022-02-07T08:14:00,B-26
A-2183,C-1234,Checking,CAD,4710.14,ACTIVE,2024-04-09T18:00:00,B-9
A-2184,C-1138,Savings,USD,200.58,ACTIVE,2022-01-11T15:18:00,B-31
A-2185,C-1164,Savings,AUD,6479.26,DORMANT,2020-01-30T02:51:00,B-10
A-2186,C-1126,Current,USD,4926.48,CLOSED,2023-04-06T04:59:00,B-33
A-2187,C-1264,Savings,JPY,9353.5,ACTIVE,2025-04-16T03:57:00,B-20
A-2188,C-1054,Savings,USD,4792.75,CLOSED,2022-10-12T17:54:00,B-10
A-2189,C-1048,Current,GBP,4095.05,DORMANT,2023-04-16T23:05:00,B-28
A-2190,C-1291,Checking,JPY,1755.99,CLOSED,2020-05-17T10:48:00,B-43
A-2191,C-1030,Current,CAD,6334.18,ACTIVE,2024-06-25T00:30:00,B-1
A-2192,C-1015,Loan,AUD,5659.37,CLOSED,2022-10-29T12:07:00,B-50
A-2193,C-1297,Current,EUR,5839.73,ACTIVE,2025-06-02T06:31:00,B-27
A-2194,C-1095,Loan,INR,2499.38,DORMANT,2020-07-30T20:57:00,B-40
A-2195,C-1137,Loan,JPY,4629.23,ACTIVE,2021-01-11T19:13:00,B-12
A-2196,C-1193,Loan,AUD,3958.84,CLOSED,2025-04-02T10:23:00,B-15
A-2197,C-1181,Current,JPY,4090.03,CLOSED,2021-05-22T06:54:00,B-48
A-2198,C-1145,Loan,JPY,6901.27,DORMANT,2021-02-20T02:32:00,B-38
A-2199,C-1245,Loan,INR,3336.63,ACTIVE,2020-08-11T06:41:00,B-35
A-2200,C-1109,Loan,CAD,5682.23,CLOSED,2023-08-29T11:02:00,B-20
A-2201,C-1213,Savings,INR,6977.85,DORMANT,2025-05-03T06:47:00,B-4
A-2202,C-1208,Checking,USD,1126.57,DORMANT,2023-01-11T05:46:00,B-20
A-2203,C-1236,Checking,GBP,7625.29,DORMANT,2021-05-07T18:12:00,B-29
A-2204,C-1232,Loan,CAD,2423.46,CLOSED,2022-03-25T09:06:00,B-36
A-2205,C-1286,Savings,INR,3704.47,ACTIVE,2020-12-29T22:50:00,B-16
A-2206,C-1274,Checking,CAD,320.42,DORMANT,2023-12-30T06:10:00,B-21
A-2207,C-1095,Savings,EUR,5601.74,ACTIVE,2022-08-25T11:49:00,B-41
A-2208,C-1215,Savings,INR,1739.39,CLOSED,2023-05-24T18:54:00,B-24
A-2209,C-1060,Savings,AUD,7039.06,ACTIVE,2024-12-15T01:59:00,B-32
A-2210,C-1104,Checking,INR,977.25,CLOSED,2022-03-17T01:54:00,B-42
A-2211,C-1153,Checking,CAD,3928.61,CLOSED,2023-11-17T08:44:00,B-41
A-2212,C-1187,Loan,GBP,2306.52,DORMANT,2022-04-16T03:42:00,B-24
A-2213,C-1262,Checking,JPY,7116.62,DORMANT,2020-01-05T11:06:00,B-4
A-2214,C-1102,Loan,AUD,8272.53,DORMANT,2021-12-27T14:17:00,B-41
A-2215,C-1066,Current,EUR,4130.4,ACTIVE,2020-09-19T12:21:00,B-14
A-2216,C-1127,Loan,EUR,8179.94,ACTIVE,2023-05-24T01:19:00,B-24
A-2217,C-1129,Current,CAD,4831.15,CLOSED,2021-11-15T04:22:00,B-30
A-2218,C-1281,Savings,GBP,2733.6,CLOSED,2020-12-31T09:21:00,B-44
A-2219,C-1141,Savings,GBP,1170.15,DORMANT,2025-08-13T22:05:00,B-6
A-2220,C-1204,Savings,EUR,4015.21,ACTIVE,2021-12-11T02:47:00,B-50
A-2221,C-1011,Savings,AUD,9414.55,ACTIVE,2023-09-24T13:08:00,B-40
A-2222,C-1183,Savings,USD,7750.66,CLOSED,2023-01-20T06:06:00,B-21
A-2223,C-1238,Loan,EUR,7113.67,CLOSED,2022-12-27T09:37:00,B-7
A-2224,C-1233,Current,EUR,1866.41,DORMANT,2024-02-15T03:52:00,B-8
A-2225,C-1099,Current,INR,1109.96,ACTIVE,2024-01-06T18:40:00,B-39
A-2226,C-1296,Checking,USD,6231.73,CLOSED,2024-10-01T21:16:00,B-24
A-2227,C-1211,Loan,AUD,9843.25,ACTIVE,2023-05-14T14:16:00,B-46
A-2228,C-1266,Loan,EUR,4059.85,DORMANT,2020-10-31T12:37:00,B-13
A-2229,C-1027,Savings,EUR,2871.61,ACTIVE,2023-11-24T04:25:00,B-34
A-2230,C-1086,Loan,USD,5396.54,DORMANT,2020-10-22T18:00:00,B-13
A-2231,C-1300,Savings,INR,2243.84,CLOSED,2024-08-08T22:46:00,B-13
A-2232,C-1220,Savings,INR,7225.99,CLOSED,2020-01-08T18:58:00,B-37
A-2233,C-1103,Current,CAD,573.89,CLOSED,2022-09-26T15:41:00,B-24
A-2234,C-1011,Current,JPY,236.7,ACTIVE,2020-04-07T05:43:00,B-7
A-2235,C-1032,Savings,AUD,8656.3,DORMANT,2021-12-15T17:09:00,B-4
A-2236,C-1143,Loan,INR,7488.8,DORMANT,2022-01-01T01:17:00,B-26
A-2237,C-1234,Loan,INR,3834.3,CLOSED,2021-01-29T09:37:00,B-24
A-2238,C-1289,Checking,AUD,5103.78,ACTIVE,2020-08-06T09:17:00,B-43
A-2239,C-1195,Loan,GBP,8994.59,ACTIVE,2022-03-06T00:32:00,B-40
A-2240,C-1113,Savings,GBP,7322.3,CLOSED,2021-08-17T08:49:00,B-37
A-2241,C-1001,Loan,EUR,7939.79,DORMANT,2020-03-19T23:18:00,B-23
A-2242,C-1221,Loan,AUD,4860.47,CLOSED,2021-05-13T02:15:00,B-32
A-2243,C-1195,Checking,AUD,8862.53,ACTIVE,2025-08-12T02:49:00,B-48
A-2244,C-1102,Current,INR,3484.57,DORMANT,2020-04-04T11:09:00,B-44
A-2245,C-1123,Savings,CAD,762.04,DORMANT,2020-10-08T12:41:00,B-14
A-2246,C-1270,Savings,INR,3547.12,CLOSED,2022-11-28T05:10:00,B-25
A-2247,C-1045,Checking,USD,5458.74,DORMANT,2020-08-23T13:09:00,B-18
A-2248,C-1240,Checking,JPY,9537.91,ACTIVE,2024-12-13T18:05:00,B-4
A-2249,C-1044,Loan,GBP,4269.41,DORMANT,2022-06-29T02:19:00,B-10
A-2250,C-1235,Savings,INR,8603.74,ACTIVE,2020-12-13T14:58:00,B-1
A-2251,C-1165,Loan,JPY,1282.62,ACTIVE,2022-09-02T22:40:00,B-33
A-2252,C-1084,Checking,USD,9335.01,DORMANT,2023-02-22T01:35:00,B-16
A-2253,C-1247,Checking,GBP,216.56,CLOSED,2024-12-15T19:13:00,B-28
A-2254,C-1181,Current,JPY,9687.01,CLOSED,2020-11-18T14:42:00,B-40
A-2255,C-1092,Checking,INR,367.12,CLOSED,2020-07-26T12:59:00,B-38
A-2256,C-1157,Savings,CAD,9781.16,CLOSED,2022-04-15T04:32:00,B-2
A-2257,C-1240,Loan,USD,4292.38,DORMANT,2025-03-31T11:45:00,B-29
A-2258,C-1287,Current,JPY,4546.46,DORMANT,2024-02-23T04:06:00,B-39
A-2259,C-1210,Current,INR,1855.7,ACTIVE,2021-06-09T22:21:00,B-4
A-2260,C-1067,Loan,USD,704.14,DORMANT,2022-11-15T19:19:00,B-16
A-2261,C-1261,Current,EUR,7574.55,ACTIVE,2025-04-13T17:20:00,B-26
A-2262,C-1177,Checking,JPY,5690.57,ACTIVE,2024-08-25T05:06:00,B-28
A-2263,C-1170,Checking,EUR,1310.74,DORMANT,2025-06-09T22:20:00,B-30
A-2264,C-1246,Savings,JPY,8114.33,ACTIVE,2023-12-21T02:53:00,B-46
A-2265,C-1003,Loan,AUD,2929.16,CLOSED,2023-05-26T00:22:00,B-41
A-2266,C-1047,Savings,CAD,201.55,DORMANT,2021-10-14T06:22:00,B-34
A-2267,C-1161,Loan,CAD,3070.8,DORMANT,2025-01-17T07:41:00,B-16
A-2268,C-1218,Checking,JPY,7834.25,CLOSED,2022-12-06T23:56:00,B-41
A-2269,C-1286,Savings,AUD,1100.11,DORMANT,2021-06-23T05:22:00,B-33
A-2270,C-1034,Loan,EUR,3068.59,ACTIVE,2022-12-27T12:10:00,B-23
A-2271,C-1142,Loan,CAD,664.59,DORMANT,2022-04-17T12:34:00,B-13
A-2272,C-1185,Loan,JPY,6037.11,DORMANT,2023-07-27T06:31:00,B-4
A-2273,C-1024,Checking,INR,8795.44,ACTIVE,2022-01-12T16:07:00,B-23
A-2274,C-1279,Checking,EUR,3764.24,CLOSED,2021-06-23T17:17:00,B-18
A-2275,C-1206,Savings,CAD,2047.4,CLOSED,2025-05-15T15:19:00,B-30
A-2276,C-1300,Savings,USD,2943.24,ACTIVE,2025-03-20T01:19:00,B-37
A-2277,C-1095,Savings,CAD,2306.15,DORMANT,2024-01-31T03:25:00,B-7
A-2278,C-1279,Current,EUR,4630.77,ACTIVE,2020-05-05T05:02:00,B-38
A-2279,C-1234,Savings,CAD,3947.38,DORMANT,2020-10-13T09:32:00,B-33
A-2280,C-1165,Checking,JPY,4452.1,CLOSED,2024-06-07T04:23:00,B-40
A-2281,C-1250,Checking,CAD,9640.15,CLOSED,2022-07-18T11:36:00,B-39
A-2282,C-1161,Checking,USD,3193.97,DORMANT,2023-05-09T13:50:00,B-3
A-2283,C-1214,Loan,GBP,346.3,CLOSED,2021-11-13T06:53:00,B-31
A-2284,C-1042,Savings,CAD,2827.92,ACTIVE,2022-11-12T11:20:00,B-24
A-2285,C-1252,Checking,GBP,6517.02,ACTIVE,2020-11-10T14:46:00,B-7
A-2286,C-1298,Loan,AUD,8722.23,CLOSED,2023-01-17T00:24:00,B-48
A-2287,C-1202,Checking,USD,5667.33,ACTIVE,2021-11-30T08:13:00,B-40
A-2288,C-1139,Current,EUR,574.7,CLOSED,2022-06-04T13:24:00,B-42
A-2289,C-1089,Loan,CAD,5165.44,ACTIVE,2020-11-16T22:26:00,B-24
A-2290,C-1048,Savings,JPY,1177.54,ACTIVE,2023-08-24T07:14:00,B-23
A-2291,C-1293,Checking,AUD,895.21,CLOSED,2021-01-21T00:50:00,B-18
A-2292,C-1155,Current,CAD,1615.82,CLOSED,2020-11-10T19:25:00,B-25
A-2293,C-1160,Checking,EUR,7251.25,DORMANT,2022-07-09T11:42:00,B-11
A-2294,C-1036,Current,EUR,2920.89,ACTIVE,2020-02-29T16:47:00,B-48
A-2295,C-1063,Current,JPY,6714.35,DORMANT,2023-11-02T02:27:00,B-15
A-2296,C-1015,Checking,INR,8323.68,DORMANT,2020-01-13T11:43:00,B-38
A-2297,C-1211,Checking,INR,4161.37,DORMANT,2023-11-24T11:20:00,B-27
A-2298,C-1004,Savings,CAD,4167.24,ACTIVE,2022-12-10T08:31:00,B-43
A-2299,C-1295,Checking,GBP,1179.47,ACTIVE,2020-10-13T21:32:00,B-19
A-2300,C-1247,Savings,USD,7367.09,ACTIVE,2023-08-02T07:37:00,B-7
